Observation ID,Filter,Magnitude_5.0,Magnitude_Error_5.0,Flux_5.0,Flux_Error_5.0,Magnitude_7.0,Magnitude_Error_7.0,Flux_7.0,Flux_Error_7.0,Magnitude_10.0,Magnitude_Error_10.0,Flux_10.0,Flux_Error_10.0,Magnitude_15.0,Magnitude_Error_15.0,Flux_15.0,Flux_Error_15.0,Magnitude_20.0,Magnitude_Error_20.0,Flux_20.0,Flux_Error_20.0,Magnitude_25.0,Magnitude_Error_25.0,Flux_25.0,Flux_Error_25.0,Magnitude_30.0,Magnitude_Error_30.0,Flux_30.0,Flux_Error_30.0,Magnitude_35.0,Magnitude_Error_35.0,Flux_35.0,Flux_Error_35.0
00096125001,um2,14.05159,0.009731395,1.1117702e-14,9.9647365e-17,13.941561,0.009205604,1.2303452e-14,1.04316965e-16,13.848994,0.008795603,1.3398408e-14,1.0854117e-16,13.715801,0.008246673,1.5147136e-14,1.1504957e-16,13.573309,0.00769003,1.72714e-14,1.223295e-16,13.404613,0.0070510395,2.0174656e-14,1.310192e-16,13.180688,0.0062202755,2.4795671e-14,1.4205652e-16,12.886279,0.005171872,3.2519167e-14,1.5490409e-16
00096125002,uw1,13.92364,0.018627621,1.0733265e-14,1.8464487e-16,13.817806,0.017565614,1.1832006e-14,1.916661e-16,13.711182,0.016565047,1.3052947e-14,1.9887349e-16,13.5287285,0.014873887,1.5441516e-14,2.1124036e-16,13.350531,0.01331037,1.8196273e-14,2.222595e-16,13.152349,0.011586597,2.1840609e-14,2.3198718e-16,12.936899,0.009715155,2.663467e-14,2.371562e-16,12.664358,0.007269585,3.4234077e-14,2.281927e-16
00096126001,um2,11.461423,0.006657148,1.208042e-13,7.4070617e-16,11.395949,0.0059759472,1.2831316e-13,7.062422e-16,11.338572,0.005343683,1.3527656e-13,6.657925e-16,11.25299,0.0043017766,1.4637109e-13,5.799344e-16,11.18354,0.0032915918,1.5603965e-13,4.7306044e-16,11.135899,0.0023972504,1.6303906e-13,3.5998196e-16,11.109482,0.0016981605,1.6705463e-13,2.612841e-16,11.083533,0.010243029,1.710952e-13,1.6141426e-15
00096126002,uw2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00096127002,uw1,14.769701,0.020539977,4.923777e-15,9.31481e-17,14.683833,0.019859513,5.3290006e-15,9.7474275e-17,14.565449,0.01902402,5.9429153e-15,1.0413039e-16,14.359523,0.017624501,7.184055e-15,1.1661707e-16,14.230701,0.017082216,8.089066e-15,1.2726773e-16,14.16869,0.017331524,8.564521e-15,1.367148e-16,14.132463,0.017988142,8.8551035e-15,1.4670861e-16,14.099049,0.018792704,9.131863e-15,1.5806086e-16
00096127003,uw2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00096127004,uw2,14.6512785,0.01708864,7.3773275e-15,1.1611338e-16,14.574194,0.016518755,7.920142e-15,1.2049969e-16,14.481741,0.015914286,8.624109e-15,1.2640874e-16,14.318254,0.014909777,1.0025563e-14,1.3767517e-16,14.212065,0.014457232,1.105566e-14,1.4721279e-16,14.153962,0.014484222,1.1663415e-14,1.5559533e-16,14.117139,0.014789525,1.2065773e-14,1.6435582e-16,14.088284,0.015273844,1.2390735e-14,1.7430951e-16
00096127006,uw1,14.357208,0.021928422,7.199412e-15,1.454038e-16,14.278131,0.021207599,7.7433685e-15,1.5124779e-16,14.190067,0.020558562,8.3975575e-15,1.590093e-16,14.004328,0.01907924,9.965285e-15,1.7509988e-16,13.895136,0.018546652,1.10193955e-14,1.8822032e-16,13.82682,0.018553607,1.1736558e-14,2.0050707e-16,13.792015,0.01908078,1.2122514e-14,2.128799e-16,13.74567,0.019490428,1.2656749e-14,2.2684598e-16
00096128001,uuu,13.161284,0.004734826,1.9192903e-14,8.369902e-17,13.070199,0.004080897,2.087252e-14,7.84524e-17,12.919398,0.002750789,2.3982544e-14,6.0761465e-17,12.674561,0.0068112244,3.004902e-14,1.885086e-16,12.5175,0.0065253703,3.4725972e-14,2.0870615e-16,12.3774395,0.0063048294,3.9507402e-14,2.29418e-16,12.243844,0.006103762,4.4680385e-14,2.5118296e-16,12.098938,0.0058560795,5.1059803e-14,2.7539863e-16
00096128002,uw2,13.141376,0.00805614,2.963878e-14,2.1991911e-16,13.072879,0.0076880413,3.156888e-14,2.2353758e-16,13.000184,0.0073058517,3.3754897e-14,2.271346e-16,12.905081,0.0068150535,3.684497e-14,2.3127205e-16,12.843201,0.0065031215,3.9005888e-14,2.336295e-16,12.790579,0.0062391055,4.0942927e-14,2.352756e-16,12.744167,0.006005865,4.2731064e-14,2.363714e-16,12.702426,0.0057951887,4.4405855e-14,2.3701917e-16
00096129001,uw1,12.741952,0.009154159,3.1871194e-14,2.6871533e-16,12.691008,0.0087497905,3.340227e-14,2.6918405e-16,12.645249,0.008384379,3.4840088e-14,2.6904554e-16,12.579492,0.007847448,3.70154e-14,2.6753867e-16,12.529666,0.0074223597,3.8753638e-14,2.6492938e-16,12.494454,0.007103763,4.003106e-14,2.6191553e-16,12.475014,0.0069138757,4.0754302e-14,2.5951994e-16,12.453903,0.0067075742,4.1554457e-14,2.5671946e-16
00096129002,uw1,12.684165,0.009869225,3.361347e-14,3.0548627e-16,12.639644,0.0094781695,3.5020533e-14,3.0550011e-16,12.594868,0.00907233,3.6494953e-14,3.0475856e-16,12.53016,0.008466427,3.873624e-14,3.0172221e-16,12.478999,0.007944148,4.0605638e-14,2.9667432e-16,12.446015,0.0075581535,4.1858793e-14,2.90811e-16,12.421043,0.0072142766,4.2834687e-14,2.8384183e-16,12.395429,0.006830326,4.3862527e-14,2.7455755e-16
00096129003,uw2,12.5604725,0.010443985,5.0613942e-14,4.8802746e-16,12.51421,0.010011991,5.2818054e-14,4.880658e-16,12.471636,0.009615783,5.4929545e-14,4.871913e-16,12.412686,0.009054605,5.799422e-14,4.840827e-16,12.367928,0.008615125,6.0436085e-14,4.797738e-16,12.341403,0.008345931,6.193136e-14,4.7604993e-16,12.326086,0.008185155,6.2810454e-14,4.7341127e-16,12.310883,0.0080307005,6.369672e-14,4.7091575e-16
00096129004,um2,12.611391,0.0076850923,4.1891986e-14,2.9667334e-16,12.564996,0.007438409,4.372072e-14,2.9968354e-16,12.523957,0.0072243405,4.5404483e-14,3.0227025e-16,12.471927,0.0069587436,4.763322e-14,3.0547724e-16,12.432367,0.0067646317,4.9400276e-14,3.0799455e-16,12.410707,0.0066726906,5.0395804e-14,3.0993854e-16,12.40153,0.0066591827,5.0823007e-14,3.1189696e-16,12.392426,0.0066602267,5.1250596e-14,3.1455498e-16
00096129005,uw1,13.045617,0.007580377,2.9307354e-14,1.7379165e-16,12.98311,0.0072395266,3.0637006e-14,1.744145e-16,12.915209,0.006888231,3.2042338e-14,1.7489085e-16,12.817019,0.006380675,3.4229936e-14,1.745915e-16,12.713182,0.0057667675,3.633636e-14,1.7327233e-16,12.650053,0.005402796,3.7838893e-14,1.7073111e-16,12.607989,0.00515456,3.893254e-14,1.6748312e-16,12.559472,0.004821184,4.0214705e-14,1.6250268e-16
00096130001,uw2,12.98728,0.014171555,3.41585e-14,4.458533e-16,12.936405,0.013657035,3.579715e-14,4.5027784e-16,12.893391,0.013228563,3.7243835e-14,4.5377726e-16,12.843203,0.012737209,3.9005816e-14,4.5759293e-16,12.799232,0.012313,4.061796e-14,4.606358e-16,12.772175,0.012064418,4.164288e-14,4.6272483e-16,12.760718,0.011982972,4.208461e-14,4.6447623e-16,12.753019,0.011953422,4.2384106e-14,4.666282e-16
00096130002,uw2,13.315616,0.0070171417,2.524527e-14,1.631728e-16,13.264618,0.0067944513,2.6458804e-14,1.6558578e-16,13.222192,0.00661761,2.7513167e-14,1.6770023e-16,13.169479,0.006410994,2.888194e-14,1.7054052e-16,13.128745,0.0062665404,2.9986054e-14,1.7305162e-16,13.10173,0.006193131,3.0741397e-14,1.7531625e-16,13.087995,0.006193757,3.113272e-14,1.7754372e-16,13.075847,0.006217537,3.1482836e-14,1.8025205e-16
00096130003,uw1,13.262577,0.016621888,1.9730946e-14,3.0206746e-16,13.201323,0.015961092,2.0876116e-14,3.0689375e-16,13.145617,0.015390778,2.197517e-14,3.1150748e-16,13.0728855,0.014676756,2.3497668e-14,3.1763656e-16,13.00769,0.014038847,2.4951849e-14,3.2263376e-16,12.962258,0.013616374,2.6018093e-14,3.2629663e-16,12.920168,0.0132114915,2.7046533e-14,3.2910854e-16,12.877401,0.012764448,2.8133154e-14,3.307472e-16
00096130005,uw1,13.305675,0.007141194,1.8963086e-14,1.2472558e-16,13.254659,0.006902283,1.9875376e-14,1.2635249e-16,13.211785,0.0067096273,2.0675927e-14,1.27773e-16,13.154748,0.006463884,2.179113e-14,1.2973256e-16,13.110219,0.0062841186,2.2703414e-14,1.3140479e-16,13.080753,0.0061842217,2.3327995e-14,1.3287342e-16,13.057989,0.006126918,2.3822287e-14,1.3443154e-16,13.040985,0.0061119497,2.419831e-14,1.3621988e-16
00096130005,uuu,13.546316,0.010966368,1.3462568e-14,1.359773e-16,13.4927845,0.01037567,1.41429676e-14,1.3515509e-16,13.437962,0.009729366,1.4875435e-14,1.3329992e-16,13.351262,0.008564169,1.6111998e-14,1.2708968e-16,13.270094,0.0071868147,1.736269e-14,1.1492887e-16,13.206586,0.0055864733,1.8408576e-14,9.4718235e-17,13.15259,0.003120108,1.9347222e-14,5.559861e-17,13.093795,0.015347659,2.0423794e-14,2.8870496e-16
00096131001,uw2,14.981136,0.018921888,5.444477e-15,9.4884723e-17,14.922931,0.018477436,5.744317e-15,9.7758786e-17,14.892557,0.018399153,5.907283e-15,1.0010627e-16,14.845895,0.018438669,6.1666955e-15,1.04726776e-16,14.804964,0.018690871,6.403611e-15,1.1023771e-16,14.761318,0.01906261,6.666274e-15,1.1704185e-16,14.742923,0.019896856,6.780185e-15,1.242515e-16,14.719546,0.02085906,6.9277503e-15,1.3309528e-16
00096131002,uuu,15.387928,0.014401298,2.468824e-15,3.2797026e-17,15.337202,0.014764656,2.5868676e-15,3.519385e-17,15.281624,0.015587607,2.7228334e-15,3.8993013e-17,15.184244,0.016483523,2.978302e-15,4.5117832e-17,15.080093,0.016216982,3.2783449e-15,4.8783228e-17,14.992752,0.01449192,3.553474e-15,4.716239e-17,14.897141,0.022978531,3.8810423e-15,8.0753646e-17,14.81358,0.031153733,4.1943327e-15,1.1848828e-16
00096131003,uw2,15.086331,0.013474682,4.94172e-15,6.132991e-17,14.993091,0.012956019,5.3848586e-15,6.4257163e-17,14.943476,0.012823963,5.636641e-15,6.6576095e-17,14.8903,0.012912938,5.919577e-15,7.040304e-17,14.854745,0.013264316,6.116637e-15,7.472626e-17,14.825851,0.013809054,6.2815942e-15,7.989314e-17,14.807933,0.014604514,6.386126e-15,8.590141e-17,14.789699,0.015560765,6.4942833e-15,9.307603e-17
00096131004,uuu,15.563522,0.0135794245,2.1002178e-15,2.625677e-17,15.505371,0.013413177,2.2157715e-15,2.7362574e-17,15.458267,0.013549523,2.3139399e-15,2.887203e-17,15.398993,0.0141108,2.4438e-15,3.176605e-17,15.346064,0.01486548,2.565845e-15,3.513299e-17,15.286196,0.015581241,2.7113063e-15,3.890593e-17,15.2492695,0.01658178,2.8050932e-15,4.2838433e-17,15.217262,0.017659288,2.8890197e-15,4.698716e-17
00096131005,um2,15.423086,0.018417912,3.1435237e-15,5.332524e-17,15.3677025,0.018023852,3.308035e-15,5.4915303e-17,15.324567,0.017832402,3.4421056e-15,5.6534e-17,15.271686,0.017798332,3.6139055e-15,5.9242285e-17,15.237585,0.01808418,3.729211e-15,6.211428e-17,15.20545,0.018545179,3.841236e-15,6.561115e-17,15.198329,0.019461824,3.8665114e-15,6.930723e-17,15.192288,0.020619968,3.888084e-15,7.3841295e-17
00096131006,uw1,15.474705,0.014402004,2.5721538e-15,3.411894e-17,15.418729,0.014120915,2.7082424e-15,3.5222975e-17,15.375371,0.014041236,2.818582e-15,3.6451186e-17,15.321954,0.014175817,2.9607209e-15,3.8656387e-17,15.294576,0.01467942,3.0363272e-15,4.105189e-17,15.259872,0.015286386,3.1349445e-15,4.413777e-17,15.244555,0.0162577,3.1794847e-15,4.7609267e-17,15.224225,0.017365778,3.2395821e-15,5.1815408e-17
00096132002,uw1,15.478963,0.028486777,2.5620866e-15,6.7222216e-17,15.377069,0.02751211,2.814175e-15,7.131004e-17,15.289137,0.027116682,3.0515751e-15,7.621427e-17,15.188243,0.027406069,3.3487418e-15,8.452868e-17,15.128035,0.028643744,3.539689e-15,9.338359e-17,15.090544,0.030610424,3.664051e-15,1.0330148e-16,15.055353,0.03292914,3.784754e-15,1.1478727e-16,14.998701,0.03491065,3.987479e-15,1.2821298e-16
00096132003,um2,15.706771,0.023050675,2.42071e-15,5.139278e-17,15.64394,0.022611365,2.5649265e-15,5.3416737e-17,15.598333,0.022608913,2.6749629e-15,5.57023e-17,15.542728,0.023117347,2.815527e-15,5.994782e-17,15.493182,0.024009146,2.9469858e-15,6.5167406e-17,15.466047,0.025532108,3.021566e-15,7.105497e-17,15.449838,0.027588282,3.067017e-15,7.793212e-17,15.432039,0.029976659,3.1177074e-15,8.607842e-17
00096132004,uw2,15.511088,0.01668413,3.341761e-15,5.1351677e-17,15.439623,0.01628489,3.5691232e-15,5.3533065e-17,15.383245,0.016179295,3.7593465e-15,5.602058e-17,15.303208,0.016286891,4.046944e-15,6.070732e-17,15.249792,0.01681698,4.2510263e-15,6.5844186e-17,15.228137,0.017878925,4.3366655e-15,7.14123e-17,15.20606,0.019166494,4.4257438e-15,7.8127626e-17,15.1954,0.020850552,4.469412e-15,8.5830894e-17
00096132005,uw1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00096132006,uuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00096132007,uw2,15.895755,0.024664797,2.3448153e-15,5.3267444e-17,15.827055,0.02419264,2.4979768e-15,5.5660533e-17,15.7632475,0.024097044,2.6491798e-15,5.879642e-17,15.682186,0.024549076,2.8545404e-15,6.4542686e-17,15.612022,0.02543517,3.0450995e-15,7.1336506e-17,15.557177,0.026800975,3.2028747e-15,7.906171e-17,15.527015,0.028884698,3.2930985e-15,8.76089e-17,15.519078,0.031802643,3.3172595e-15,9.71669e-17
00096132008,uuu,15.260889,0.019267375,2.775228e-15,4.924894e-17,15.110239,0.018184656,3.188297e-15,5.3399786e-17,14.94095,0.017143376,3.726269e-15,5.883642e-17,14.732241,0.01590585,4.5160434e-15,6.615926e-17,14.56826,0.0146150775,5.2523094e-15,7.070125e-17,14.462932,0.013382659,5.7873755e-15,7.133452e-17,14.383159,0.011573577,6.228608e-15,6.6394836e-17,14.296968,0.024409354,6.743215e-15,1.5159992e-16
00096132011,uw1,15.386154,0.015741168,2.7907254e-15,4.046036e-17,15.301658,0.015212695,3.0165882e-15,4.2266653e-17,15.219585,0.014818672,3.2534555e-15,4.4404792e-17,15.112117,0.014489895,3.5919643e-15,4.7937227e-17,15.03744,0.01452429,3.847713e-15,5.147226e-17,14.976077,0.014767581,4.0714388e-15,5.537745e-17,14.932245,0.015276056,4.2391708e-15,5.964415e-17,14.913191,0.016173212,4.314223e-15,6.4265005e-17
00096133001,uw2,12.840733,0.0082568815,3.9095094e-14,2.9765667e-16,12.778748,0.007870707,4.1393467e-14,3.002144e-16,12.730755,0.007570024,4.3265155e-14,3.0186973e-16,12.667477,0.0071762237,4.586208e-14,3.033374e-16,12.620209,0.0068809097,4.7903647e-14,3.0373543e-16,12.58614,0.0066625546,4.9431125e-14,3.0353735e-16,12.56795,0.006543692,5.026719e-14,3.0331657e-16,12.553851,0.0064550433,5.092591e-14,3.0317511e-16
00096133001,um2,12.824534,0.008030125,3.4425398e-14,2.5478335e-16,12.768772,0.0077466825,3.623708e-14,2.586225e-16,12.723343,0.0075197876,3.7785035e-14,2.6178178e-16,12.665934,0.007241881,3.9836813e-14,2.6579576e-16,12.62482,0.007052171,4.137463e-14,2.688355e-16,12.598448,0.00694221,4.2392413e-14,2.7119004e-16,12.586263,0.0069115246,4.2870906e-14,2.7309634e-16,12.577509,0.006907618,4.321799e-14,2.752283e-16
00096133002,uw2,12.840044,0.008510767,3.9149602e-14,3.1014413e-16,12.767289,0.008074432,4.183723e-14,3.1293968e-16,12.715815,0.0077468874,4.3865888e-14,3.1457284e-16,12.651837,0.007336058,4.652811e-14,3.1584432e-16,12.603877,0.00702623,4.8629435e-14,3.1604697e-16,12.57155,0.006817402,5.009866e-14,3.1574977e-16,12.556069,0.0067238184,5.0817294e-14,3.1561456e-16,12.544092,0.00665689,5.138018e-14,3.1565342e-16
00096133003,uw1,12.859356,0.0075875595,2.860473e-14,1.9997915e-16,12.811562,0.007297584,2.989195e-14,2.0092003e-16,12.763009,0.006999382,3.125904e-14,2.0154884e-16,12.6928005,0.0065557063,3.3347176e-14,2.0140056e-16,12.634646,0.0061630826,3.5181988e-14,1.9970586e-16,12.58868,0.005815123,3.670353e-14,1.9651511e-16,12.557737,0.005532044,3.776508e-14,1.9223756e-16,12.529598,0.0052185953,3.8756545e-14,1.8611662e-16
